title,rating,votes,synopsis,age_rating,mainLead1,mainLead2,startYear,endYear,writer,director,id,runtimeMinutes,image_url,genres_Action,"genres_Action,Adventure,Animation","genres_Action,Adventure,Comedy","genres_Action,Adventure,Drama","genres_Action,Adventure,Family","genres_Action,Adventure,Fantasy","genres_Action,Adventure,Sci-Fi","genres_Action,Animation,Comedy","genres_Action,Animation,Fantasy","genres_Action,Biography,Crime","genres_Action,Biography,Drama","genres_Action,Biography,History","genres_Action,Comedy","genres_Action,Comedy,Crime","genres_Action,Comedy,Drama","genres_Action,Comedy,Fantasy","genres_Action,Comedy,History","genres_Action,Comedy,Mystery","genres_Action,Comedy,Reality-TV","genres_Action,Comedy,Romance","genres_Action,Comedy,Thriller","genres_Action,Crime,Drama","genres_Action,Crime,Mystery","genres_Action,Crime,Sci-Fi","genres_Action,Crime,Thriller","genres_Action,Drama","genres_Action,Drama,Fantasy","genres_Action,Drama,History","genres_Action,Drama,Horror","genres_Action,Drama,Mystery","genres_Action,Drama,Romance","genres_Action,Drama,Sci-Fi","genres_Action,Drama,Thriller","genres_Action,Fantasy","genres_Action,Fantasy,History","genres_Action,Fantasy,Horror","genres_Action,Fantasy,Sci-Fi","genres_Action,Fantasy,Short","genres_Action,Game-Show,Reality-TV","genres_Action,History,Romance","genres_Action,Horror,Sci-Fi","genres_Action,Mystery,Romance","genres_Action,Mystery,Thriller","genres_Action,Romance","genres_Action,Romance,Thriller","genres_Action,Thriller","genres_Adventure,Animation,Comedy","genres_Adventure,Animation,Drama","genres_Adventure,Animation,Family","genres_Adventure,Animation,Fantasy","genres_Adventure,Animation,Sci-Fi","genres_Adventure,Comedy,Drama","genres_Adventure,Comedy,Family","genres_Adventure,Comedy,Game-Show","genres_Adventure,Comedy,Reality-TV","genres_Adventure,Crime,Drama","genres_Adventure,Drama,Fantasy","genres_Adventure,Drama,History","genres_Adventure,Drama,Mystery","genres_Adventure,Mystery","genres_Adventure,Reality-TV",genres_Animation,"genres_Animation,Comedy","genres_Animation,Comedy,Drama","genres_Animation,Comedy,Family","genres_Animation,Comedy,Fantasy","genres_Animation,Comedy,Musical","genres_Animation,Comedy,Sci-Fi","genres_Animation,Comedy,Short","genres_Animation,Comedy,Sport","genres_Animation,Drama,Romance","genres_Animation,Family","genres_Animation,Family,Fantasy","genres_Animation,Family,Music","genres_Animation,Family,Musical","genres_Animation,Fantasy,Music","genres_Animation,Music,Sci-Fi","genres_Animation,Mystery,Short","genres_Biography,Drama,History",genres_Comedy,"genres_Comedy,Crime","genres_Comedy,Crime,Drama","genres_Comedy,Crime,Mystery","genres_Comedy,Crime,Romance","genres_Comedy,Crime,Thriller","genres_Comedy,Drama","genres_Comedy,Drama,Family","genres_Comedy,Drama,Fantasy","genres_Comedy,Drama,History","genres_Comedy,Drama,Horror","genres_Comedy,Drama,Music","genres_Comedy,Drama,Mystery","genres_Comedy,Drama,Romance","genres_Comedy,Drama,Sport","genres_Comedy,Family,Reality-TV","genres_Comedy,Family,Romance","genres_Comedy,Fantasy","genres_Comedy,Fantasy,History","genres_Comedy,Fantasy,Horror","genres_Comedy,Fantasy,Music","genres_Comedy,Fantasy,Mystery","genres_Comedy,Fantasy,Romance","genres_Comedy,Fantasy,Thriller","genres_Comedy,Game-Show","genres_Comedy,Game-Show,Horror","genres_Comedy,Game-Show,Mystery","genres_Comedy,Game-Show,Reality-TV","genres_Comedy,History,Romance","genres_Comedy,Music","genres_Comedy,Music,Reality-TV","genres_Comedy,Music,Romance","genres_Comedy,Mystery","genres_Comedy,Mystery,Romance","genres_Comedy,Mystery,Sci-Fi","genres_Comedy,Mystery,Thriller","genres_Comedy,Reality-TV","genres_Comedy,Romance","genres_Comedy,Romance,Sci-Fi","genres_Comedy,Romance,Sport","genres_Comedy,Talk-Show","genres_Comedy,Thriller",genres_Crime,"genres_Crime,Drama","genres_Crime,Drama,Family","genres_Crime,Drama,Fantasy","genres_Crime,Drama,Mystery","genres_Crime,Drama,Romance","genres_Crime,Drama,Thriller","genres_Crime,Fantasy","genres_Crime,Fantasy,Mystery","genres_Crime,Fantasy,Romance","genres_Crime,Game-Show,Reality-TV","genres_Crime,Horror,Mystery","genres_Crime,Mystery","genres_Crime,Mystery,Romance","genres_Crime,Mystery,Thriller","genres_Crime,Romance","genres_Crime,Sci-Fi,Thriller","genres_Crime,Thriller",genres_Documentary,"genres_Documentary,Drama,Reality-TV","genres_Documentary,Game-Show,Music","genres_Documentary,History","genres_Documentary,Music",genres_Drama,"genres_Drama,Family","genres_Drama,Family,Romance","genres_Drama,Family,Thriller","genres_Drama,Fantasy","genres_Drama,Fantasy,History","genres_Drama,Fantasy,Horror","genres_Drama,Fantasy,Music","genres_Drama,Fantasy,Mystery","genres_Drama,Fantasy,Romance","genres_Drama,Fantasy,Thriller","genres_Drama,History","genres_Drama,History,Mystery","genres_Drama,History,Romance","genres_Drama,History,Thriller","genres_Drama,History,War","genres_Drama,Horror","genres_Drama,Horror,Mystery","genres_Drama,Horror,Romance","genres_Drama,Horror,Thriller","genres_Drama,Music","genres_Drama,Music,Reality-TV","genres_Drama,Music,Romance","genres_Drama,Musical,Romance","genres_Drama,Mystery","genres_Drama,Mystery,Romance","genres_Drama,Mystery,Sci-Fi","genres_Drama,Mystery,Thriller","genres_Drama,Romance","genres_Drama,Romance,Sci-Fi","genres_Drama,Romance,Short","genres_Drama,Romance,Sport","genres_Drama,Romance,Thriller","genres_Drama,Sci-Fi,Thriller","genres_Drama,Sport","genres_Drama,Thriller",genres_Family,"genres_Family,Romance",genres_Fantasy,"genres_Fantasy,History,Horror","genres_Fantasy,History,Romance","genres_Fantasy,Horror,Mystery","genres_Fantasy,Mystery","genres_Fantasy,Mystery,Romance","genres_Fantasy,Mystery,Sci-Fi","genres_Fantasy,Mystery,Thriller","genres_Fantasy,Romance","genres_Fantasy,Romance,Sport",genres_Game-Show,"genres_Game-Show,Music,Musical","genres_Game-Show,Music,Reality-TV","genres_Game-Show,Reality-TV","genres_Game-Show,Reality-TV,Romance","genres_Game-Show,Reality-TV,Talk-Show","genres_Game-Show,Sport","genres_Game-Show,Talk-Show",genres_History,"genres_History,Romance","genres_History,War",genres_Horror,"genres_Horror,Mystery,Short","genres_Horror,Mystery,Thriller",genres_Music,"genres_Music,Musical","genres_Music,Reality-TV","genres_Music,Romance","genres_Music,Sport","genres_Music,Talk-Show",genres_Musical,genres_Mystery,"genres_Mystery,Romance","genres_Mystery,Sci-Fi","genres_Mystery,Thriller",genres_Reality-TV,"genres_Reality-TV,Romance","genres_Reality-TV,Sport",genres_Romance,"genres_Romance,Sci-Fi","genres_Romance,Thriller",genres_Sci-Fi,genres_Sport,genres_Talk-Show,genres_Thriller,genres_War,genres_\N
Bread Barbershop,0.5384615384615384,309,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",TV-Y,Marc Thompson,Laurie Hymes,2020,\N,['\\N'],['Tom Wayland'],tt12912830,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BYzIyMmQzNzQtOWI1MC00MjQ0LWE2MjctNDE5MzA0MzFjNmI5XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lost,0.7999999999999999,647,A forty year old woman who feels like she has not accomplished anything in life and a twenty-seven year old man who's frightened of himself.,Unknown,Jeon Do-yeon,Ryu Jun-yeol,2021,2021,['Ji-hye Kim'],['Hur Jin-ho'],tt14609588,0.07194994786235663,"https://m.media-amazon.com/images/M/MV5BMWRiOGUwZjctZDNmZi00MzlhLTg4YzgtZTBiNWY2NjEyOTZiXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Trolley,0.5846153846153846,613,A sudden tragedy brings the wife of an assemblyman out of her private life and forces her to confront family secrets and her own troubling past.,TV-MA,Park Hee-soon,Kim Hyun-joo,2022,2023,['Ryu Bo-Ri'],['Kim Moon Kyo'],tt24224842,0.06152241918665277,"https://m.media-amazon.com/images/M/MV5BZTMxZTVjMjEtYjczMy00NTBlLWJhZGYtNGIwYmJmMWVlMmE4XkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dae Jo Yeong,0.7538461538461539,370,"The drama tells the story of the life of Dae Jo-yeong, also known as the founder of the kingdom of Balhae, from birth to his death.",Unknown,Choi Su-jong,Park Yejin,2006,2007,['Young Chul Jang'],['Kim Jong-seon'],tt2819282,0.06152241918665277,"https://m.media-amazon.com/images/M/MV5BMGExM2Y5MDctYmIyNy00Y2JlLTk0Y2MtMzE5MDk1NGYzMGQ2XkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Please Take Care of My Refrigerator,0.8461538461538461,113,"Korea's top chefs compete to create gourmet dishes from leftovers found in family fridges, transforming forgotten groceries into delectable meals.",Unknown,Unknown,Unknown,2014,2025,['\\N'],['\\N'],tt4546444,0.07194994786235663,"https://m.media-amazon.com/images/M/MV5BNzc4NDliYjItNTU2Yy00NjBhLTg1MmItNTI0OTZkMzBmZjYwXkEyXkFqcGc@._V1_QL75_UY266_CR147,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
My Sister 2,0.7538461538461539,19,"A woman marries, gaining three stepdaughters. Tragically, she and her husband die in a plane crash, leaving their marriage unregistered. The children grapple with whether their familial bonds still hold legal weight.",Unknown,Unknown,Unknown,2023,2023,['\\N'],['\\N'],tt33308104,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BYmY4ZjQ1YjMtOTk3OC00MGVhLWI2MzUtNDJmNzNjZmNhNTk3XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Don't Dare to Dream,0.7230769230769231,2.2K,"Getting ahead in a broadcasting station is tough and the competition is fierce -- but when a news anchor and meteorologist start to fall for each other, things get much more complicated.",Unknown,Jo Jung-suk,Kong Hyo-jin,2016,2016,['Sook Hyang Seo'],['Park Shin-woo'],tt5936884,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BMzhmNjVlMDMtOWZlYS00OGI5LTg3YTItMzdlZDA2NWExY2NkXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Muppet Babies,0.5384615384615384,921,Baby versions of Jim Henson's famous Muppet characters go on wacky adventures through their imaginations,TV-Y,Matt Danner,Matt Danner,2018,2022,"['Max Beaudry', 'Cindy Begel', 'Glen Berger', 'Chelsea Beyl', 'Travis Braun', 'Robyn Brown', 'Hanah Lee Cook', 'Dan Danko', 'Matt Danner', 'Sarah Eisenberg', 'Dustin Ferrer', 'Ghia Godfree', 'Michael J. Goldberg', 'Jim Henson', 'Peter K. Hirsch', 'Kevin Hopps', 'Jeffrey King', 'Niki Lytton', 'Francisco Paredes', 'Mia Resella', 'Eric Shaw', 'Claudia Silver', 'Laura Sreebny', 'Steven Sullivan', 'Becky Wangberg', 'Melanie Wilson LaBracio', 'Adam Wilson']","['Guy Moore', 'David Baas', 'Jeremy Jensen', 'Yoon-suk Choi', 'Tom Warburton', 'Eric Shaw', 'Matt Danner']",tt6337766,0.02294056308654849,"https://m.media-amazon.com/images/M/MV5BNThiMGIwYzItZTc4Mi00ZjFlLWE1NjUtYzZhOGIzNTkyNWE0XkEyXkFqcGc@._V1_QL75_UX180_CR0,6,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Love,0.5692307692307693,759,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",TV-PG,Park Joo-mi,Park Seo-Kyeong,2021,2022,['Sung-han Im'],"['Yoo Jeong-Joon', 'Lee Seung-Hoon']",tt13814840,0.07194994786235663,"https://m.media-amazon.com/images/M/MV5BN2MzOTk3MWEtZDU4ZC00OTQ3LWJkZmMtZDhhYmU0ODNiODc2XkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My Sweet Mobster,0.7076923076923077,1.7K,"An unexpected and exciting romance brews between Seo Ji Hwan, a former gang member, and Go Eun Ha, a children's content creator.",Unknown,Han Sun-hwa,Um Tae-goo,2024,\N,['Na Kyung'],"['Woo Hyun Kim', 'Young Hwan Kim']",tt32380398,0.0667361835245047,"https://m.media-amazon.com/images/M/MV5BMjI1ZmRkZjMtOGFjZC00NGU5LWI3YmUtZDU1YjNkZThiMzkzXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Love Affairs in the Afternoon,0.6153846153846155,285,A drama about a woman who is bored with her daily life until she meets a charming biology teacher.,TV-14,Park Ha-seon,Lee Sang-Yeob,2019,2019,['Yoo So-Jung'],['Jeong-min Kim'],tt10350646,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BZjMxYzRiYjYtODc1OS00YzkyLWE4MTEtOWRkYTlkYmRhYjQwXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Get Grabbed by the Collar,0.5076923076923077,212,A melodramatic chase thriller that tells the story of special reporter Seo Jeong-won and detective Kim Tae-heon tracking down a murder case.,Unknown,Kim Ha-neul,Yeon Woo-jin,2024,\N,['\\N'],['\\N'],tt29845974,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BMTIzMDczMTItNDU5Yi00YzQ2LWJkNmYtNjMyNTczN2Q5MzA5XkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quantum Heroes Dinoster,0.6923076923076924,79,"Join 4 extraordinary kids as they travel to an alternate Earth where dinosaurs never went extinct, using hi-tech suits and transforming vehicles to protect the dinos from an inter-dimensional villain intent on taking over the multiverse.",TV-Y7-FV,Kyra Jackson,Cenophia Mitchell,2023,\N,"['Joe Vitale', 'Arnold Mwanjila', 'Mark Zaslove', 'Nick Skarock', 'Pamela Hickey', 'Jeffrey Hylton', 'Dennys McCoy', 'John T. Reynolds', 'Sarah Blumrich']",['Nate Begle'],tt30699064,0.010427528675703858,"https://m.media-amazon.com/images/M/MV5BZTM3YTA5OWMtYzA0Mi00ZmJiLWJiZDUtZGUxNDUzZTlmMWIwXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reunited Worlds,0.6307692307692309,527,"Sung Hae Sung reappears 12 years after a fatal accident, unchanged and seeking answers about his resurrection. Aided by friends and Jong Won, he strives to right wrongs and unravel the enigma surrounding his death.",TV-14,Yeo Jin-goo,Lee Yeon-hee,2017,2017,['Lee Hee-myung'],['Soo Chan Baek'],tt7056766,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BNThiNzUzNmItYTExNS00MjlkLTg0N2ItMmM5YjkzOGFlMmJiXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
