title,rating,votes,synopsis,age_rating,mainLead1,mainLead2,startYear,endYear,writer,director,id,runtimeMinutes,image_url,genres_Action,"genres_Action,Adventure,Animation","genres_Action,Adventure,Comedy","genres_Action,Adventure,Drama","genres_Action,Adventure,Family","genres_Action,Adventure,Fantasy","genres_Action,Adventure,Sci-Fi","genres_Action,Animation,Comedy","genres_Action,Animation,Fantasy","genres_Action,Biography,Crime","genres_Action,Biography,Drama","genres_Action,Biography,History","genres_Action,Comedy","genres_Action,Comedy,Crime","genres_Action,Comedy,Drama","genres_Action,Comedy,Fantasy","genres_Action,Comedy,History","genres_Action,Comedy,Mystery","genres_Action,Comedy,Reality-TV","genres_Action,Comedy,Romance","genres_Action,Comedy,Thriller","genres_Action,Crime,Drama","genres_Action,Crime,Mystery","genres_Action,Crime,Sci-Fi","genres_Action,Crime,Thriller","genres_Action,Drama","genres_Action,Drama,Fantasy","genres_Action,Drama,History","genres_Action,Drama,Horror","genres_Action,Drama,Mystery","genres_Action,Drama,Romance","genres_Action,Drama,Sci-Fi","genres_Action,Drama,Thriller","genres_Action,Fantasy","genres_Action,Fantasy,History","genres_Action,Fantasy,Horror","genres_Action,Fantasy,Sci-Fi","genres_Action,Fantasy,Short","genres_Action,Game-Show,Reality-TV","genres_Action,History,Romance","genres_Action,Horror,Sci-Fi","genres_Action,Mystery,Romance","genres_Action,Mystery,Thriller","genres_Action,Romance","genres_Action,Romance,Thriller","genres_Action,Thriller","genres_Adventure,Animation,Comedy","genres_Adventure,Animation,Drama","genres_Adventure,Animation,Family","genres_Adventure,Animation,Fantasy","genres_Adventure,Animation,Sci-Fi","genres_Adventure,Comedy,Drama","genres_Adventure,Comedy,Family","genres_Adventure,Comedy,Game-Show","genres_Adventure,Comedy,Reality-TV","genres_Adventure,Crime,Drama","genres_Adventure,Drama,Fantasy","genres_Adventure,Drama,History","genres_Adventure,Drama,Mystery","genres_Adventure,Mystery","genres_Adventure,Reality-TV",genres_Animation,"genres_Animation,Comedy","genres_Animation,Comedy,Drama","genres_Animation,Comedy,Family","genres_Animation,Comedy,Fantasy","genres_Animation,Comedy,Musical","genres_Animation,Comedy,Sci-Fi","genres_Animation,Comedy,Short","genres_Animation,Comedy,Sport","genres_Animation,Drama,Romance","genres_Animation,Family","genres_Animation,Family,Fantasy","genres_Animation,Family,Music","genres_Animation,Family,Musical","genres_Animation,Fantasy,Music","genres_Animation,Music,Sci-Fi","genres_Animation,Mystery,Short","genres_Biography,Drama,History",genres_Comedy,"genres_Comedy,Crime","genres_Comedy,Crime,Drama","genres_Comedy,Crime,Mystery","genres_Comedy,Crime,Romance","genres_Comedy,Crime,Thriller","genres_Comedy,Drama","genres_Comedy,Drama,Family","genres_Comedy,Drama,Fantasy","genres_Comedy,Drama,History","genres_Comedy,Drama,Horror","genres_Comedy,Drama,Music","genres_Comedy,Drama,Mystery","genres_Comedy,Drama,Romance","genres_Comedy,Drama,Sport","genres_Comedy,Family,Reality-TV","genres_Comedy,Family,Romance","genres_Comedy,Fantasy","genres_Comedy,Fantasy,History","genres_Comedy,Fantasy,Horror","genres_Comedy,Fantasy,Music","genres_Comedy,Fantasy,Mystery","genres_Comedy,Fantasy,Romance","genres_Comedy,Fantasy,Thriller","genres_Comedy,Game-Show","genres_Comedy,Game-Show,Horror","genres_Comedy,Game-Show,Mystery","genres_Comedy,Game-Show,Reality-TV","genres_Comedy,History,Romance","genres_Comedy,Music","genres_Comedy,Music,Reality-TV","genres_Comedy,Music,Romance","genres_Comedy,Mystery","genres_Comedy,Mystery,Romance","genres_Comedy,Mystery,Sci-Fi","genres_Comedy,Mystery,Thriller","genres_Comedy,Reality-TV","genres_Comedy,Romance","genres_Comedy,Romance,Sci-Fi","genres_Comedy,Romance,Sport","genres_Comedy,Talk-Show","genres_Comedy,Thriller",genres_Crime,"genres_Crime,Drama","genres_Crime,Drama,Family","genres_Crime,Drama,Fantasy","genres_Crime,Drama,Mystery","genres_Crime,Drama,Romance","genres_Crime,Drama,Thriller","genres_Crime,Fantasy","genres_Crime,Fantasy,Mystery","genres_Crime,Fantasy,Romance","genres_Crime,Game-Show,Reality-TV","genres_Crime,Horror,Mystery","genres_Crime,Mystery","genres_Crime,Mystery,Romance","genres_Crime,Mystery,Thriller","genres_Crime,Romance","genres_Crime,Sci-Fi,Thriller","genres_Crime,Thriller",genres_Documentary,"genres_Documentary,Drama,Reality-TV","genres_Documentary,Game-Show,Music","genres_Documentary,History","genres_Documentary,Music",genres_Drama,"genres_Drama,Family","genres_Drama,Family,Romance","genres_Drama,Family,Thriller","genres_Drama,Fantasy","genres_Drama,Fantasy,History","genres_Drama,Fantasy,Horror","genres_Drama,Fantasy,Music","genres_Drama,Fantasy,Mystery","genres_Drama,Fantasy,Romance","genres_Drama,Fantasy,Thriller","genres_Drama,History","genres_Drama,History,Mystery","genres_Drama,History,Romance","genres_Drama,History,Thriller","genres_Drama,History,War","genres_Drama,Horror","genres_Drama,Horror,Mystery","genres_Drama,Horror,Romance","genres_Drama,Horror,Thriller","genres_Drama,Music","genres_Drama,Music,Reality-TV","genres_Drama,Music,Romance","genres_Drama,Musical,Romance","genres_Drama,Mystery","genres_Drama,Mystery,Romance","genres_Drama,Mystery,Sci-Fi","genres_Drama,Mystery,Thriller","genres_Drama,Romance","genres_Drama,Romance,Sci-Fi","genres_Drama,Romance,Short","genres_Drama,Romance,Sport","genres_Drama,Romance,Thriller","genres_Drama,Sci-Fi,Thriller","genres_Drama,Sport","genres_Drama,Thriller",genres_Family,"genres_Family,Romance",genres_Fantasy,"genres_Fantasy,History,Horror","genres_Fantasy,History,Romance","genres_Fantasy,Horror,Mystery","genres_Fantasy,Mystery","genres_Fantasy,Mystery,Romance","genres_Fantasy,Mystery,Sci-Fi","genres_Fantasy,Mystery,Thriller","genres_Fantasy,Romance","genres_Fantasy,Romance,Sport",genres_Game-Show,"genres_Game-Show,Music,Musical","genres_Game-Show,Music,Reality-TV","genres_Game-Show,Reality-TV","genres_Game-Show,Reality-TV,Romance","genres_Game-Show,Reality-TV,Talk-Show","genres_Game-Show,Sport","genres_Game-Show,Talk-Show",genres_History,"genres_History,Romance","genres_History,War",genres_Horror,"genres_Horror,Mystery,Short","genres_Horror,Mystery,Thriller",genres_Music,"genres_Music,Musical","genres_Music,Reality-TV","genres_Music,Romance","genres_Music,Sport","genres_Music,Talk-Show",genres_Musical,genres_Mystery,"genres_Mystery,Romance","genres_Mystery,Sci-Fi","genres_Mystery,Thriller",genres_Reality-TV,"genres_Reality-TV,Romance","genres_Reality-TV,Sport",genres_Romance,"genres_Romance,Sci-Fi","genres_Romance,Thriller",genres_Sci-Fi,genres_Sport,genres_Talk-Show,genres_Thriller,genres_War,genres_\N
"It's Alright, Daddy's Daughter",0.5846153846153846,45,"There's nothing necessarily wrong with being a daddy's girl. It means that you love your father, and your father adores and possibly spoils you to show his love. But for Eun Chae Ryung (Moon Chae Won), more so than her older sister Ae Ryung (Lee Hee Jin) and younger brother Ho Ryung (Kang Won), being a daddy's girl means she's not only spoiled but also that she relies a little too much on her father, Eun Ki Hwan (Lee Jeong Kil), to take care of everything in her life.",Unknown,Moon Chae-won,Choi Jin-hyuk,2010,2011,['Han Joon-Young'],['Heung Sik Go'],tt6357808,0.056308654848800835,"https://m.media-amazon.com/images/M/MV5BYTQ0NGY4MDUtMDVhZC00OWM3LTk3ODEtYjQxNWVkNTRjOWMzXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Love to the End,0.5846153846153846,22,"Con woman married to a good hearted family to get his revenge.but, her sister-in-law happen to be in love with her ex.",Unknown,Hong Su-ah,Lee Young-ah,2018,2018,['Seon-hee Lee'],['Shin Chang-suk'],tt8846404,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BZmY2ZThjMGQtMGEyOS00NDliLTljYmQtMzZkMTRkMzZmYjJhXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shining Solo,0.7076923076923077,5,"The all-male K-pop group TREASURE doesn't often get the chance to focus on romance. But this show sees members pit their wits - and charms - against one another as they compete for the title of ""Mr. TREASURE!"" A group of beautiful women joins the group in ""TREASURE Castle"" to judge each member's romantic appeal, with a winner each day receiving a jewel. The groupmates must become love rivals to win the women's hearts - but which of them has what it takes to walk away with the top prize? ""Shining SOLO"" is a 2024 South Korean variety TV show that was produced by Park Mi Yeon.",Unknown,Unknown,Unknown,2024,\N,['\\N'],['\\N'],tt32270439,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BZjIxYTI4YzctNTdiOS00NmQ0LWI4M2UtYTRkMmE5NjM3NDgzXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Best Ending,0.4,8,"Choi Woong and Go Min Chae have been dating for eight years and they've done everything they dreamed of doing before settling down. Now just one thing is left on their list: getting married. The pair agrees to tie the knot, but there's one big problem - they're totally broke and can't afford to have the kind of big, lavish ceremony most others their age have. They struggle to find the jobs they like, as Choi Woong finds a job at a high school and Go Min Chae ventures into the world of art. And things get very messy when love rivals also appear on the scene. Telling their parents (and winning parental approval for their union) also isn't as straightforward as it seems. The pressures slowly start to mount as the wedding day approaches - and even threaten to take the ultimate toll on their relationship. Will love save the day - and get their relationship back on track just in time for the big day?",Unknown,Park Se-hyun,Jung Shin-Hye,2019,2019,['\\N'],['\\N'],tt32486400,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BNjdiOGU0YTEtZmRjMy00ZDFkLTk3NDAtMDVjYzk5YjBiNjQxXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BTS Gayo,0.923076923076923,1.3K,BTS Gayo is a South Korean show by the boy band BTS. The show is all about BTS doing activities linked to K-Pop.,Unknown,Unknown,Unknown,2015,\N,['\\N'],['\\N'],tt8595350,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BM2M5OWU3NjktMTBkOS00OGFkLWE5NmEtMDQyY2Y4NzM0YzRhXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NCT Life in Bangkok,0.7999999999999999,20,"SM Entertainment's rookie boy group NCT are planning to show more of their unique characters in reality show 'NCT Life'. The season 1, NCT Life in Bangkok, focuses on SM Rookies and their journey to debut.",Unknown,Doyoung,Haechan,2016,2016,['\\N'],['\\N'],tt13405068,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BYzRiOWU2ZTAtZmMzMy00ZTc0LTkyM2EtZTgwNDE5YjIyNWYxXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
My Shining Girl,0.5230769230769231,32,"The drama is about the events that happen in a broadcasting company. This drama also focus on the love triangle between the three main characters, Kang Min (Kim Hyung Joon), a top star in the Korean entertainment business who a is bit temperamental. No Yong Woo (Park Kwang Hyun), a well know producer. and Jun Ji Hyun (So E Hyun), a newly minted scriptwriter.",Unknown,So Yi-hyeon,Park Kwang-hyeon,2012,\N,"['Min-soo Son', 'Young-eun Yoo']",['Jung-pyo Lee'],tt2237045,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BNjM4MzlkMDEtZDVmNS00ZGJiLWI3NjEtNDgzYTc0ZmFmNTQ3XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dr. Gang,0.5846153846153846,26,"Kang Dal Go, a mid-level member of a Busan gang, gets kicked out of the gang after being investigated by the police and is forced to flee for his life. Hiding out in Seoul, he gets himself hired as a doctor at a nearby hospital, where he quickly clashes with Kim Yoo Na, a dedicated and outspoken doctor who criticizes his incompetence and lack of care. Gradually, however, the former gang member and the beautiful physician begin to fall in love in the midst of their clashes, to the dismay of prosecutor Suk Hee Jung who is also pursuing Yoo Na.",Unknown,Yang Dong-geun,Han Ga-in,2006,2006,['\\N'],['Seong-Su Park'],tt0884821,0.06152241918665277,"https://m.media-amazon.com/images/M/MV5BMTBkODIzY2EtZTc3ZS00YjgyLThlNWMtODdlNTg2ZDc3ZGU4XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Great Merchant,0.5692307692307693,25,"This drama depicts the life of Kim Man Deok, a woman born on Jeju Island who transcended her lowly status as a gisaeng as well as the restraints of her birthplace, considered at the time to be a remote place of exile, to become a successful female merchant in the Joseon Era. She later became a famous model of virtue and nobility when she donated all her assets to aid the residents of Jeju during a famine, saving countless lives.",Unknown,Lee Mi-yeon,Lee Mi-yeon,2010,2010,['\\N'],"['Kim Seong-yoon', 'Kang Byung Taek']",tt5520354,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BNjVlZjE3ZDgtY2ViZi00MjUwLWI2MWYtMWI0N2VmOTc1NGI4XkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Haet-bit Sok-eu-ro,0.7384615384615384,18,"Self-absorbed and rebellious, In Ha (Cha Tae Hyun), is constantly knocking heads with his disapproving father and estranged brother Myung Ha (Jang Hyuk), an angry gangster that has nothing but hate for the family he never knew. Lee Yeon hee (Kim Hyun Ju) lost her parents at early age. She has a competitive nature and a strong sense of pride which prevents her from getting close with everyone. Jung Soo Bin (Kim Ha neul) is the illegitimate daughter of a billionaire which leaves her suffering from depression. When the brothers' relationships with In Ha's troubled fiancee (Kim Ha Neul) and Myung Ha's close friend (Kim Hyun Ju) begins to cross over, they must come to terms with each other, or risk losing both their families and true loves. The story is about their struggle and hope to overcome their problems.",Unknown,Cha Tae-hyun,Kim Hyun-joo,1999,1999,"['Ki Ho Kim', 'Sun-mi Lee']",['Seong-Su Park'],tt4226596,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BNGRkNTI4ZmEtOTM3ZC00ZjE5LWIyNGEtY2I2OTEzNjI0YjkxXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2NE1 TV,0.7692307692307693,12,"This is the really from the girl group of K-Pop, 2NE1. It includes moments from their daily life, personal experiences, footage from behind the scene and perfomances on stage.",Unknown,Lee Chae-rin,Gong Min-ji,2009,2011,['\\N'],['Jae Yoon Choi'],tt11193074,0.04483837330552659,"https://m.media-amazon.com/images/M/MV5BYmJhYTQwMTAtM2VhMC00YmNiLTkyMWMtMGVmMDZkNjhlZjFjXkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
NCT Universe,0.7692307692307693,12,"'Welcome to NCT Universe', is a reality program where NCT Shotaro and Sung Chan become a guide for 'SM Rookies' who receives a mysterious invitation from 'NEO CITY' to experience everything about NCT. In addition, members of NCT 127, NCT DREAM, and WayV are known to have participated, raising expectations for what story they will tell.",Unknown,Jung Sungchan,Shotaro Osaki,2022,2023,['\\N'],['\\N'],tt24949400,0.06152241918665277,"https://m.media-amazon.com/images/M/MV5BZTFiM2QyYTQtZGJiZS00NTIzLTg1NGEtYzlkNjc0NGRhYmU5XkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enchanting Neighbor,0.7076923076923077,11,Gong Soo Rae loved only her husband since she met him as a teenager. She then learns that her husband is having an affair with Choi Yi Kyung. One day Soo Rae meets a nice man next door.,Unknown,Park Tam-hee,Kim Gyu-Sun,2015,2015,['Park Hye-ryeon'],['Kyung Ryul Park'],tt4934240,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BYWVmNzE5Y2YtNTJjOC00YjM5LTg1M2EtYWJkN2UzZDMzNWU2XkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
